"year" "pct" "ser_num" "datestop" "timestop" "city" "sex" "race" "dob" "age"
"12547" 2012 32 346 1072012 555 1 1 1 12311900 22
"12558" 2012 32 348 1072012 615 1 0 1 12311900 22
"12590" 2012 75 503 1072012 830 2 1 1 12311900 21
"12595" 2012 43 243 1072012 840 3 1 2 5301962 46
"12615" 2012 100 275 1072012 915 4 1 1 12311900 54
"12616" 2012 17 19 1072012 920 1 1 1 3312988 31
"12625" 2012 100 183 1072012 930 4 1 1 8201982 29
"12631" 2012 120 819 1072012 935 5 1 1 12311900 44
"12683" 2012 28 347 1072012 1030 1 1 1 11051951 60
"12700" 2012 123 25 1072012 1045 5 1 4 4221994 17
"12725" 2012 61 150 1072012 1115 2 1 1 1031990 22
"12729" 2012 43 350 1072012 1115 3 1 3 10141971 40
"12746" 2012 90 248 1072012 1140 2 1 5 3241984 27
"12752" 2012 10 76 1072012 1142 1 1 1 2241959 52
"12759" 2012 114 271 1072012 1145 4 1 3 12311900 18
"12781" 2012 100 200 1072012 1210 4 1 1 1071993 18
"12851" 2012 69 64 1072012 1300 2 0 1 8281957 54
"12942" 2012 23 63 1072012 1352 1 0 1 12311900 36
"12962" 2012 19 101 1072012 1407 1 1 2 12071989 22
"13024" 2012 19 95 1072012 1435 1 1 3 2051981 30
"13040" 2012 52 224 1072012 1455 3 1 3 8191995 15
"13125" 2012 41 378 1072012 1554 3 1 3 2091967 44
"13133" 2012 70 1607 1072012 1600 2 1 2 11151991 20
"13138" 2012 10 126 1072012 1600 1 1 3 12311900 15
"13158" 2012 41 737 1072012 1615 3 1 5 7091987 24
"13164" 2012 47 182 1072012 1620 3 1 1 2131986 24
"13177" 2012 70 244 1072012 1626 2 1 4 4221964 47
"13200" 2012 78 85 1072012 1638 2 1 3 2081974 37
"13216" 2012 42 174 1072012 1645 3 1 1 9161987 24
"13219" 2012 32 323 1072012 1645 1 1 1 12311900 72
"13237" 2012 19 84 1072012 1655 1 1 3 12311900 51
"13281" 2012 75 542 1072012 1720 2 1 1 12221995 16
"13292" 2012 79 318 1072012 1728 2 1 1 12311900 30
"13366" 2012 123 19 1072012 1755 5 1 4 4201973 38
"13393" 2012 100 443 1072012 1810 4 1 1 9261992 19
"13446" 2012 61 175 1072012 1830 2 1 1 1011990 22
"13479" 2012 73 192 1072012 1835 2 1 1 12311900 16
"13542" 2012 34 114 1072012 1850 1 1 3 8221980 31
"13572" 2012 42 170 1072012 1900 3 1 1 6241995 16
"13576" 2012 101 183 1072012 1900 4 1 1 12121989 21
"13611" 2012 75 1200 1072012 1910 2 1 1 11031986 25
"13624" 2012 25 410 1072012 1915 1 1 1 2151995 16
"13656" 2012 63 49 1072012 1920 2 1 1 12311900 31
"13673" 2012 34 214 1072012 1925 1 1 1 3121960 51
"13690" 2012 81 162 1072012 1930 2 1 1 6171996 16
"13712" 2012 10 245 1072012 1930 1 1 4 6151962 50
"13717" 2012 32 250 1072012 1935 1 1 1 3121975 30
"13726" 2012 44 281 1072012 1936 3 1 1 12311900 20
"13732" 2012 105 129 1072012 1938 4 1 1 10181995 16
"13733" 2012 83 168 1072012 1938 2 1 2 12311900 24
"13849" 2012 7 55 1072012 2005 1 1 1 10131955 56
"13890" 2012 61 196 1072012 2015 2 1 1 1011990 22
"13929" 2012 6 112 1072012 2025 1 0 1 12191992 21
"13933" 2012 24 48 1072012 2025 1 1 1 12121970 41
"13954" 2012 101 189 1072012 2030 4 1 1 11021992 19
"13955" 2012 32 297 1072012 2030 1 1 1 11201992 19
"14001" 2012 83 177 1072012 2041 2 1 1 12311900 24
"14003" 2012 43 632 1072012 2043 3 1 3 9161983 28
"14004" 2012 79 287 1072012 2044 2 1 4 12061981 30
"14028" 2012 34 122 1072012 2050 1 1 2 8061986 25
"14039" 2012 83 172 1072012 2050 2 1 3 12311900 21
"14059" 2012 43 319 1072012 2100 3 1 1 6101996 15
"14065" 2012 73 217 1072012 2100 2 1 1 12311900 24
"14091" 2012 32 261 1072012 2110 1 1 1 5071996 15
"14103" 2012 110 225 1072012 2110 4 1 3 9201987 24
"14114" 2012 88 135 1072012 2113 2 1 1 12311900 35
"14137" 2012 44 222 1072012 2120 3 1 1 12311900 18
"14145" 2012 90 238 1072012 2125 2 1 3 4021995 16
"14158" 2012 45 106 1072012 2130 3 1 1 6201988 24
"14162" 2012 40 545 1072012 2130 3 1 1 11201996 15
"14165" 2012 81 267 1072012 2130 2 1 1 12311900 16
"14206" 2012 77 140 1072012 2145 2 1 1 7211988 23
"14219" 2012 48 29 1072012 2149 3 1 3 12311900 27
"14235" 2012 120 284 1072012 2155 5 0 4 12311900 29
"14248" 2012 32 489 1072012 2200 1 1 1 12311900 17
"14254" 2012 34 148 1072012 2200 1 1 2 12311900 21
"14287" 2012 33 120 1072012 2205 1 1 2 12311900 24
"14319" 2012 46 180 1072012 2215 3 1 1 12131995 16
"14327" 2012 104 88 1072012 2216 4 1 3 3011983 27
"14329" 2012 88 231 1072012 2217 2 1 1 12311900 47
"14346" 2012 83 181 1072012 2220 2 1 3 12311900 34
"14347" 2012 32 252 1072012 2222 1 1 1 1291984 27
"14361" 2012 104 177 1072012 2225 4 1 1 12311900 20
"14367" 2012 106 60 1072012 2230 4 1 5 8221975 36
"14384" 2012 32 322 1072012 2230 1 1 1 11031990 21
"14462" 2012 71 153 1072012 2253 2 1 1 12311900 28
"14465" 2012 32 260 1072012 2254 1 1 1 6021994 16
"14466" 2012 32 256 1072012 2254 1 1 1 7211993 18
"14542" 2012 47 163 1072012 2315 3 1 1 5121992 19
"14544" 2012 101 174 1072012 2315 4 1 1 12291991 21
"14557" 2012 78 74 1072012 2320 2 0 1 8101996 15
"14572" 2012 7 56 1072012 2325 1 1 3 6111976 35
"14584" 2012 106 47 1072012 2330 4 1 1 12311900 31
"14586" 2012 63 66 1072012 2330 2 1 1 12311900 18
"14616" 2012 120 198 1072012 2342 5 1 1 12311900 22
"14632" 2012 23 638 1072012 2350 1 1 1 2191993 17
"14673" 2012 75 496 1082012 5 2 1 3 12311900 21
"14696" 2012 120 180 1082012 20 5 1 3 3291979 32
"14724" 2012 32 247 1082012 30 1 1 1 12311900 16
"14736" 2012 32 304 1082012 35 1 1 1 12311900 35
"14741" 2012 32 263 1082012 36 1 1 1 7271993 20
"14747" 2012 90 415 1082012 40 2 1 1 9121983 28
"14756" 2012 1 54 1082012 42 1 1 3 11091980 31
"14761" 2012 106 55 1082012 45 4 1 5 12311900 30
"14801" 2012 32 772 1082012 100 1 1 1 12311900 30
"14803" 2012 48 43 1082012 100 3 1 1 12311900 17
"14826" 2012 14 150 1082012 105 1 1 4 12311900 24
"14834" 2012 32 266 1082012 108 1 1 1 12311900 13
"14882" 2012 111 54 1082012 125 4 1 4 12311900 21
"14915" 2012 90 274 1082012 145 2 0 1 3261993 18
"14956" 2012 103 680 1082012 200 4 1 5 11221993 18
"14969" 2012 13 53 1082012 205 1 1 4 12191985 27
"14978" 2012 72 40 1082012 215 2 1 3 12031984 27
"15004" 2012 5 76 1082012 230 1 1 2 1121980 31
"15007" 2012 60 102 1082012 235 2 1 1 10061979 32
"15043" 2012 71 172 1082012 307 2 1 1 12311900 18
"15144" 2012 66 52 1082012 532 2 1 1 12311900 25
"15155" 2012 52 227 1082012 635 3 0 2 6111984 27
"15159" 2012 70 262 1082012 800 2 1 5 12311900 45
"15198" 2012 100 232 1082012 945 4 1 4 4241989 22
"15230" 2012 100 234 1082012 1031 4 0 1 8161971 42
"15232" 2012 120 398 1082012 1040 5 1 5 6131962 50
"15243" 2012 19 161 1082012 1103 1 0 4 10201983 31
"15264" 2012 110 154 1082012 1129 4 1 3 12311900 54
"15302" 2012 120 290 1082012 1206 5 1 1 1111966 45
"15321" 2012 20 56 1082012 1235 1 1 3 2251985 27
"15355" 2012 81 213 1082012 1345 2 1 1 1091947 64
"15363" 2012 100 289 1082012 1355 4 1 1 12311900 64
"15382" 2012 70 232 1082012 1415 2 1 1 12311900 31
"15392" 2012 90 265 1082012 1430 2 1 3 10271992 19
"15401" 2012 73 407 1082012 1448 2 1 1 7141987 24
"15469" 2012 19 162 1082012 1610 1 0 4 11091983 28
"15508" 2012 24 45 1082012 1645 1 1 2 4181989 52
"15549" 2012 67 118 1082012 1710 2 1 1 1121981 30
"15594" 2012 73 212 1082012 1735 2 0 1 12311900 20
"15596" 2012 109 1048 1082012 1735 4 1 4 12311900 20
"15690" 2012 41 523 1082012 1830 3 1 3 6021964 47
"15703" 2012 41 723 1082012 1840 3 1 3 7291989 22
"15708" 2012 40 368 1082012 1849 3 0 1 12311900 26
"15730" 2012 49 186 1082012 1900 3 1 3 10011995 16
"15750" 2012 75 531 1082012 1913 2 1 1 1011979 33
"15792" 2012 70 167 1082012 1938 2 1 1 11101969 42
"15830" 2012 32 366 1082012 2008 1 1 1 12311900 17
"15836" 2012 106 92 1082012 2010 4 1 2 7301991 20
"15869" 2012 106 81 1082012 2035 4 1 5 8291990 21
"15872" 2012 40 594 1082012 2035 3 1 2 12311900 16
"15887" 2012 40 382 1082012 2045 3 1 1 12311900 19
"15901" 2012 60 129 1082012 2100 2 1 3 12311900 29
"15968" 2012 52 256 1082012 2145 3 1 2 12311900 17
"16009" 2012 14 137 1082012 2225 1 1 1 12311900 24
"16022" 2012 75 684 1082012 2235 2 1 2 10061993 18
"16027" 2012 106 364 1082012 2245 4 1 5 2141993 18
"16046" 2012 79 96 1082012 2305 2 1 1 12311900 18
"16118" 2012 111 316 1092012 43 4 1 5 7211975 36
"16131" 2012 26 136 1092012 107 1 1 1 11181957 54
"16132" 2012 90 154 1092012 115 2 1 1 1211994 18
"16186" 2012 90 366 1092012 330 2 1 3 12311900 27
"16219" 2012 79 179 1092012 720 2 1 2 12311900 41
"16224" 2012 50 36 1092012 755 3 1 4 12311900 18
"16238" 2012 122 275 1092012 845 5 1 4 12051996 15
"16266" 2012 47 263 1092012 930 3 1 1 12311900 26
"16275" 2012 63 202 1092012 945 2 1 1 2251993 18
"16309" 2012 49 219 1092012 1014 3 1 1 6291994 17
"16331" 2012 45 109 1092012 1046 3 1 4 2231965 46
"16364" 2012 47 227 1092012 1125 3 1 1 6251963 48
"16386" 2012 105 995 1092012 1143 4 1 1 4111978 33
"16482" 2012 112 96 1092012 1250 4 1 3 8241984 27
"16511" 2012 73 489 1092012 1310 2 1 1 12311900 41
"16543" 2012 79 790 1092012 1349 2 1 1 2021990 21
"16557" 2012 90 312 1092012 1358 2 1 4 12311900 30
"16567" 2012 103 408 1092012 1400 4 1 3 12311900 18
"16570" 2012 48 316 1092012 1403 3 0 1 12311900 27
"16599" 2012 108 116 1092012 1420 4 1 1 12311900 15
"16628" 2012 75 1341 1092012 1430 2 1 1 11081990 21
"16657" 2012 77 231 1092012 1436 2 1 1 12311900 49
"16666" 2012 100 243 1092012 1445 4 1 4 3261986 25
"16708" 2012 110 508 1092012 1505 4 1 3 12311900 20
"16719" 2012 70 194 1092012 1510 2 1 1 2021994 17
"16723" 2012 103 190 1092012 1515 4 1 1 5251992 19
"16742" 2012 40 928 1092012 1520 3 0 3 12311900 50
"16760" 2012 44 329 1092012 1526 3 1 3 12311900 26
"16811" 2012 40 1096 1092012 1549 3 1 1 12311900 19
"16845" 2012 18 52 1092012 1600 1 1 1 12311900 15
"16866" 2012 46 1092 1092012 1605 3 1 1 12201995 16
"16880" 2012 43 244 1092012 1610 3 1 2 12311900 26
"16948" 2012 34 205 1092012 1635 1 1 3 4251993 18
"16991" 2012 110 206 1092012 1648 4 1 3 1091989 23
"17035" 2012 40 589 1092012 1710 3 1 3 10191979 32
"17037" 2012 66 60 1092012 1711 2 1 4 5111995 15
"17053" 2012 46 138 1092012 1715 3 1 3 5071992 19
"17067" 2012 70 199 1092012 1720 2 1 1 10021996 15
"17068" 2012 73 542 1092012 1720 2 1 1 12311900 16
"17096" 2012 113 106 1092012 1730 4 1 3 12311900 14
"17143" 2012 67 238 1092012 1747 2 1 1 8231981 30
"17167" 2012 79 539 1092012 1800 2 1 1 12311900 16
"17213" 2012 44 394 1092012 1816 3 1 1 12311900 64
"17217" 2012 40 512 1092012 1819 3 1 1 12311900 19
"17218" 2012 75 734 1092012 1819 2 1 3 3191988 23
"17267" 2012 40 516 1092012 1830 3 1 1 12311900 17
"17276" 2012 40 606 1092012 1830 3 1 3 6231943 68
"17331" 2012 75 1336 1092012 1900 2 1 1 5191960 51
"17347" 2012 60 221 1092012 1900 2 1 4 12311900 32
"17350" 2012 40 634 1092012 1905 3 0 1 12311900 26
"17376" 2012 75 689 1092012 1915 2 1 1 2171994 17
"17404" 2012 32 568 1092012 1920 1 1 3 12111962 49
"17467" 2012 32 441 1092012 1940 1 1 3 12311900 27
"17486" 2012 34 313 1092012 1945 1 1 3 12311900 22
"17493" 2012 44 356 1092012 1950 3 1 2 12311900 17
"17620" 2012 43 204 1092012 2040 3 1 3 2011984 27
"17621" 2012 34 167 1092012 2040 1 1 3 12311900 24
"17642" 2012 60 117 1092012 2047 2 1 3 11171983 27
"17700" 2012 32 575 1092012 2115 1 1 1 2181983 28
"17720" 2012 69 124 1092012 2125 2 1 1 10251993 18
"17751" 2012 49 212 1092012 2137 3 1 4 7241989 22
"17792" 2012 63 156 1092012 2200 2 1 5 12311900 21
"17793" 2012 32 446 1092012 2200 1 1 1 6081978 33
"17799" 2012 33 134 1092012 2205 1 1 1 12311900 35
"17842" 2012 52 481 1092012 2230 3 1 3 10091990 21
"17925" 2012 70 214 1092012 2356 2 1 1 12311900 25
"17975" 2012 32 581 1102012 50 1 1 3 9181978 32
"17992" 2012 75 675 1102012 105 2 1 3 12131970 42
"18086" 2012 115 261 1102012 350 4 1 3 2201988 23
"18107" 2012 84 194 1102012 500 2 1 4 12311900 44
"18108" 2012 25 153 1102012 507 1 1 3 1191958 54
"18154" 2012 66 71 1102012 804 2 1 3 8211977 34
"18186" 2012 122 288 1102012 905 5 1 1 10111996 15
"18189" 2012 34 511 1102012 905 1 1 3 11011990 21
"18256" 2012 79 368 1102012 1020 2 1 1 11191991 20
"18292" 2012 43 597 1102012 1055 3 1 1 4101991 21
"18307" 2012 79 538 1102012 1103 2 1 2 12311900 56
"18316" 2012 52 594 1102012 1114 3 1 1 2261993 18
"18350" 2012 83 238 1102012 1130 2 1 3 12311900 49
"18408" 2012 32 412 1102012 1200 1 1 1 12311900 31
"18423" 2012 75 749 1102012 1210 2 1 1 3251992 19
"18442" 2012 114 356 1102012 1220 4 1 3 12311900 15
"18465" 2012 40 746 1102012 1235 3 1 1 12311900 41
"18478" 2012 104 122 1102012 1240 4 1 4 9151990 20
"18481" 2012 14 455 1102012 1245 1 0 1 3301961 50
"18482" 2012 105 298 1102012 1245 4 1 1 8071986 25
"18526" 2012 67 620 1102012 1300 2 1 1 10021988 24
"18529" 2012 113 143 1102012 1300 4 1 2 7211981 30
"18596" 2012 104 182 1102012 1330 4 1 3 4191991 20
"18628" 2012 75 750 1102012 1345 2 1 1 12071986 25
"18637" 2012 5 178 1102012 1350 1 1 5 12311900 33
"18659" 2012 40 721 1102012 1355 3 1 3 12311900 25
"18675" 2012 52 638 1102012 1400 3 1 3 6251983 28
"18680" 2012 122 128 1102012 1400 5 1 4 5251993 18
"18684" 2012 114 700 1102012 1405 4 1 4 12131989 22
"18693" 2012 32 502 1102012 1412 1 1 1 6131994 17
"18705" 2012 19 180 1102012 1416 1 1 4 7141996 15
"18769" 2012 34 582 1102012 1440 1 0 3 12311900 23
"18786" 2012 63 209 1102012 1445 2 1 1 12311900 15
"18796" 2012 41 336 1102012 1445 3 1 3 7021964 47
"18836" 2012 75 853 1102012 1505 2 1 1 12311900 16
"18853" 2012 19 176 1102012 1512 1 1 3 11141976 35
"18864" 2012 14 684 1102012 1515 1 1 2 12311900 50
"18910" 2012 70 263 1102012 1530 2 1 1 12311900 16
"18918" 2012 109 205 1102012 1530 4 1 3 12311900 20
"18925" 2012 113 226 1102012 1533 4 0 1 12311900 17
"18977" 2012 110 268 1102012 1550 4 1 3 12311900 38
"18999" 2012 79 380 1102012 1600 2 1 1 1061998 14
"19024" 2012 43 437 1102012 1600 3 1 3 12311900 18
"19057" 2012 43 748 1102012 1610 3 1 3 12311900 20
"19133" 2012 43 474 1102012 1635 3 1 3 12311900 19
"19169" 2012 52 580 1102012 1645 3 1 3 6211993 18
"19189" 2012 23 1062 1102012 1653 1 1 1 12311900 41
"19201" 2012 67 246 1102012 1700 2 0 1 5191985 26
"19217" 2012 73 577 1102012 1701 2 1 1 5061979 32
"19229" 2012 70 272 1102012 1706 2 1 1 12311900 49
"19255" 2012 101 315 1102012 1715 4 1 2 1121993 18
"19256" 2012 34 261 1102012 1715 1 1 2 6131971 40
"19260" 2012 109 209 1102012 1715 4 1 4 12311900 17
"19281" 2012 107 81 1102012 1720 4 1 2 11101983 28
"19290" 2012 41 399 1102012 1725 3 1 1 3251978 33
"19295" 2012 75 1019 1102012 1726 2 1 1 12311900 21
"19382" 2012 44 732 1102012 1800 3 1 1 12311900 35
"19407" 2012 105 278 1102012 1810 4 1 1 6221982 29
"19417" 2012 46 226 1102012 1812 3 1 1 5061993 18
"19434" 2012 19 151 1102012 1815 1 1 4 2101971 40
"19443" 2012 44 444 1102012 1823 3 1 5 12311900 23
"19446" 2012 79 369 1102012 1825 2 0 1 4161981 30
"19484" 2012 73 646 1102012 1840 2 1 1 12311900 23
"19486" 2012 78 132 1102012 1840 2 1 3 7041976 35
"19500" 2012 120 945 1102012 1845 5 1 1 12041997 14
"19502" 2012 120 1227 1102012 1845 5 1 1 12081998 13
"19513" 2012 61 384 1102012 1845 2 1 3 7251986 25
"19549" 2012 70 276 1102012 1857 2 1 1 12311900 46
"19551" 2012 34 637 1102012 1858 1 1 2 12311900 24
"19582" 2012 110 215 1102012 1900 4 1 3 12311900 46
"19588" 2012 34 271 1102012 1901 1 1 3 12291995 16
"19618" 2012 32 522 1102012 1915 1 1 1 2071960 51
"19643" 2012 105 259 1102012 1920 4 1 1 4081981 29
"19674" 2012 63 97 1102012 1935 2 1 1 3291976 35
"19712" 2012 75 866 1102012 1945 2 1 1 12311900 32
"19768" 2012 114 303 1102012 2002 4 1 3 12311900 18
"19782" 2012 79 383 1102012 2010 2 1 1 8091996 15
"19786" 2012 34 279 1102012 2010 1 1 2 12311900 23
"19789" 2012 23 130 1102012 2010 1 1 3 8141993 17
"19819" 2012 44 479 1102012 2020 3 1 2 12311900 16
"19914" 2012 43 1042 1102012 2050 3 1 3 12011992 20
"19930" 2012 43 445 1102012 2055 3 1 4 1161977 34
"19939" 2012 9 76 1102012 2100 1 1 1 11141976 35
"19954" 2012 34 284 1102012 2105 1 1 2 3071972 39
"19960" 2012 77 260 1102012 2108 2 1 1 12311900 21
"19967" 2012 75 815 1102012 2110 2 1 3 2211996 15
"19975" 2012 73 647 1102012 2115 2 1 1 12311900 21
"19989" 2012 47 281 1102012 2120 3 0 1 10271994 17
"19997" 2012 60 247 1102012 2120 2 1 3 12311900 26
"20036" 2012 115 380 1102012 2131 4 1 3 12311900 21
"20069" 2012 122 742 1102012 2145 5 1 3 4221997 14
"20080" 2012 26 157 1102012 2150 1 1 3 11251961 40
"20083" 2012 25 206 1102012 2153 1 1 1 1091987 25
"20234" 2012 120 285 1102012 2245 5 1 3 12311900 16
"20279" 2012 46 223 1102012 2300 3 1 3 2031990 21
"20291" 2012 41 371 1102012 2305 3 1 2 6051992 19
"20304" 2012 77 258 1102012 2310 2 1 1 12311900 17
"20386" 2012 70 307 1102012 2345 2 1 4 4071992 19
"20415" 2012 114 473 1112012 1 4 1 3 12311900 27
"20428" 2012 115 426 1112012 9 4 1 3 8291987 24
"20436" 2012 75 1451 1112012 10 2 1 1 11281986 25
"20487" 2012 25 169 1112012 30 1 1 3 12311900 35
"20525" 2012 47 437 1112012 100 3 1 1 6121992 19
"20526" 2012 47 436 1112012 100 3 1 1 11121992 19
"20552" 2012 77 250 1112012 111 2 1 1 12311900 18
"20573" 2012 70 315 1112012 120 2 1 1 1081991 27
"20593" 2012 44 933 1112012 130 3 1 1 12311900 16
"20598" 2012 48 194 1112012 130 3 1 3 12311900 31
"20608" 2012 88 71 1112012 145 2 1 1 12311900 16
"20625" 2012 108 183 1112012 200 4 1 1 12311900 18
"20654" 2012 100 348 1112012 220 4 1 4 2271972 39
"20659" 2012 108 189 1112012 230 4 1 1 12311900 31
"20675" 2012 103 1261 1112012 245 4 1 1 4121983 28
"20685" 2012 6 65 1112012 250 1 1 4 8051989 22
"20696" 2012 20 93 1112012 300 1 1 3 12311900 50
"20714" 2012 7 74 1112012 335 1 1 3 6131990 21
"20717" 2012 108 160 1112012 340 4 1 5 1071973 39
"20800" 2012 76 100 1112012 859 2 1 3 4081971 40
"20813" 2012 60 278 1112012 910 2 1 3 12311900 55
"20890" 2012 1 76 1112012 1012 1 1 1 2221993 18
"20948" 2012 70 340 1112012 1054 2 1 3 12311900 43
"20950" 2012 120 430 1112012 1055 5 1 1 7181980 31
"20994" 2012 115 804 1112012 1120 4 0 3 9251971 40
"21043" 2012 77 485 1112012 1150 2 1 1 6161975 26
"21045" 2012 47 279 1112012 1150 3 1 1 12311900 40
"21072" 2012 79 298 1112012 1200 2 1 3 9251978 34
"21134" 2012 60 336 1112012 1235 2 0 3 12311900 31
"21147" 2012 122 130 1112012 1240 5 1 3 6301988 23
"21160" 2012 68 88 1112012 1245 2 1 3 4271993 18
"21251" 2012 28 625 1112012 1320 1 1 1 9291987 24
"21264" 2012 105 364 1112012 1330 4 0 1 8151973 38
"21274" 2012 49 302 1112012 1330 3 1 3 5221994 17
"21276" 2012 49 303 1112012 1330 3 1 3 7171995 17
"21311" 2012 101 337 1112012 1340 4 1 1 12221986 25
"21315" 2012 109 221 1112012 1340 4 1 3 12311900 17
"21345" 2012 102 447 1112012 1400 4 1 5 2151993 19
"21352" 2012 77 251 1112012 1400 2 1 1 12311900 35
"21370" 2012 102 117 1112012 1404 4 0 5 3221995 16
"21378" 2012 78 157 1112012 1405 2 1 1 11161994 17
"21406" 2012 22 21 1112012 1415 1 1 4 10221991 20
"21411" 2012 107 645 1112012 1420 4 1 1 8151993 19
"21436" 2012 111 115 1112012 1430 4 1 5 7121991 20
"21455" 2012 49 247 1112012 1430 3 1 3 12251995 16
"21471" 2012 44 1615 1112012 1437 3 0 3 12311900 17
"21495" 2012 77 321 1112012 1445 2 1 1 12311900 29
"21505" 2012 45 137 1112012 1445 3 1 3 9111978 33
"21634" 2012 67 207 1112012 1525 2 1 1 12311900 18
"21640" 2012 23 83 1112012 1527 1 1 2 12311900 18
"21669" 2012 45 136 1112012 1535 3 1 1 12311900 53
"21675" 2012 34 329 1112012 1539 1 1 3 4291978 33
"21696" 2012 77 335 1112012 1545 2 0 1 6071998 13
"21704" 2012 90 548 1112012 1545 2 1 2 5281998 13
"21721" 2012 44 559 1112012 1550 3 1 1 12311900 25
"21722" 2012 75 912 1112012 1550 2 1 1 12311900 31
"21752" 2012 47 1190 1112012 1600 3 1 1 8121990 22
"21766" 2012 30 265 1112012 1600 1 1 3 12311900 18
"21789" 2012 114 385 1112012 1605 4 1 4 12311900 17
"21796" 2012 84 431 1112012 1610 2 1 1 4051995 15
"21819" 2012 70 1229 1112012 1615 2 1 1 9201993 18
"21847" 2012 81 291 1112012 1623 2 1 1 12311900 24
"21855" 2012 20 99 1112012 1625 1 1 1 12311900 55
"21894" 2012 23 1654 1112012 1640 1 1 2 2121983 28
"21924" 2012 67 253 1112012 1650 2 1 1 9031970 41
"21964" 2012 40 1145 1112012 1702 3 1 1 12311900 15
"21995" 2012 69 209 1112012 1720 2 1 1 1101999 23
"22011" 2012 30 80 1112012 1730 1 1 1 2041993 18
"22161" 2012 40 845 1112012 1825 3 1 3 3281969 43
"22250" 2012 14 306 1112012 1900 1 1 1 12311900 38
"22309" 2012 43 656 1112012 1919 3 1 1 3121975 36
"22363" 2012 34 596 1112012 1935 1 1 3 12311900 23
"22379" 2012 43 647 1112012 1942 3 1 1 11291992 19
"22391" 2012 67 518 1112012 1945 2 1 1 11131980 31
"22395" 2012 52 669 1112012 1945 3 1 3 2181995 16
"22415" 2012 79 919 1112012 1950 2 1 1 12311900 20
"22495" 2012 79 574 1112012 2015 2 1 3 10081989 22
"22497" 2012 40 771 1112012 2015 3 1 3 12311900 21
"22498" 2012 94 67 1112012 2015 2 1 3 12311900 29
"22504" 2012 100 677 1112012 2018 4 1 1 10071990 22
"22510" 2012 75 939 1112012 2020 2 1 1 12311900 17
"22517" 2012 71 268 1112012 2025 2 1 2 12311900 19
"22545" 2012 34 650 1112012 2030 1 1 3 12311900 21
"22547" 2012 44 528 1112012 2030 3 1 3 12311900 52
"22597" 2012 40 790 1112012 2045 3 1 2 12311900 46
"22632" 2012 43 533 1112012 2100 3 1 3 12311900 21
"22645" 2012 52 687 1112012 2105 3 1 3 2211987 24
"22691" 2012 23 152 1112012 2125 1 1 2 10121996 15
"22695" 2012 42 229 1112012 2125 3 1 4 12311900 37
"22737" 2012 115 422 1112012 2145 4 1 3 11221979 32
"22868" 2012 122 254 1112012 2240 5 1 4 4111978 32
"22903" 2012 75 1268 1112012 2305 2 1 1 12311975 37
"22938" 2012 45 138 1112012 2325 3 1 3 12311900 27
"22955" 2012 106 148 1112012 2340 4 1 5 8131971 39
"23004" 2012 101 796 1122012 20 4 1 1 4041983 28
"23117" 2012 23 772 1122012 145 1 0 3 12311900 23
"23118" 2012 114 443 1122012 145 4 0 3 12311900 17
"23218" 2012 32 637 1122012 410 1 1 1 7261969 41
"23252" 2012 90 581 1122012 652 2 1 1 2041985 26
"23308" 2012 40 1103 1122012 927 3 1 2 8221959 52
"23373" 2012 77 362 1122012 1023 2 1 1 3131997 14
"23445" 2012 100 404 1122012 1106 4 1 5 5071967 44
"23523" 2012 115 482 1122012 1147 4 1 3 12311900 46
"23532" 2012 23 88 1122012 1155 1 1 4 12311900 47
"23536" 2012 100 379 1122012 1200 4 1 1 2231980 31
"23548" 2012 114 416 1122012 1200 4 1 4 2141968 43
"23581" 2012 23 855 1122012 1220 1 1 2 12311900 51
"23601" 2012 100 375 1122012 1230 4 1 4 9081980 31
"23602" 2012 100 371 1122012 1230 4 1 4 12061959 52
"23643" 2012 61 305 1122012 1255 2 1 2 4131987 24
"23660" 2012 48 207 1122012 1310 3 1 3 12311900 51
"23667" 2012 114 424 1122012 1315 4 1 5 10181991 20
"23696" 2012 9 66 1122012 1328 1 1 2 6211978 33
"23702" 2012 122 1099 1122012 1330 5 1 1 11231995 16
"23751" 2012 32 584 1122012 1355 1 1 1 12311900 16
"23776" 2012 114 425 1122012 1405 4 1 1 10151952 59
"23779" 2012 30 192 1122012 1405 1 1 2 12311900 24
"23794" 2012 32 545 1122012 1410 1 1 1 1041994 18
"23807" 2012 76 133 1122012 1415 2 1 1 12261991 20
"23849" 2012 101 359 1122012 1430 4 1 1 8021988 23
"23866" 2012 60 190 1122012 1434 2 1 1 4091979 32
"23883" 2012 88 183 1122012 1440 2 1 1 12311900 18
"23920" 2012 102 190 1122012 1450 4 1 1 1091993 18
"23951" 2012 75 1229 1122012 1500 2 1 1 3291974 37
"23955" 2012 75 1276 1122012 1500 2 1 1 8071994 17
"23981" 2012 79 584 1122012 1505 2 1 1 4141992 19
"23993" 2012 81 340 1122012 1508 2 1 1 8151994 17
"24071" 2012 32 527 1122012 1535 1 1 1 3091947 64
"24091" 2012 70 364 1122012 1540 2 1 4 9301984 27
"24110" 2012 110 258 1122012 1545 4 1 3 2171976 35
"24151" 2012 44 603 1122012 1555 3 1 3 12311900 17
"24180" 2012 71 167 1122012 1603 2 1 1 8261996 15
"24223" 2012 73 2087 1122012 1615 2 1 3 12311900 26
"24243" 2012 42 268 1122012 1622 3 1 2 6111982 29
