"year" "pct" "ser_num" "datestop" "timestop" "city" "sex" "race" "dob" "age"
"230922" 2012 34 5809 5172012 1730 1 1 3 7111978 33
"230938" 2012 34 5825 5182012 1000 1 1 3 2051994 18
"230959" 2012 34 5846 5182012 2304 1 1 3 11071991 20
"230970" 2012 34 5857 4272012 1430 1 1 3 12011986 25
"230976" 2012 34 5863 5202012 1040 1 0 2 5241976 36
"230989" 2012 34 5876 5172012 110 1 1 3 3211991 21
"230996" 2012 34 5883 5212012 2240 1 1 2 12061986 25
"231012" 2012 34 5899 5052012 408 1 1 2 10181988 23
"231013" 2012 34 5900 5172012 445 1 1 3 7301985 26
"231015" 2012 34 5902 5192012 330 1 1 2 7031990 21
"231049" 2012 34 5936 4262012 2220 1 1 3 7231988 23
"231062" 2012 34 5949 5132012 1830 1 1 2 10191985 26
"231109" 2012 34 5996 4292012 2005 1 0 3 12311900 31
"231123" 2012 34 6010 5262012 1409 1 1 3 11151988 23
"231133" 2012 34 6020 5282012 1345 1 1 4 8201978 33
"231192" 2012 34 6080 5292012 1230 1 1 3 3261994 18
"231198" 2012 34 6086 5202012 2310 1 1 2 5111977 35
"231213" 2012 34 6101 5312012 400 1 1 3 3091993 19
"231227" 2012 34 6115 5302012 100 1 1 2 11261986 26
"231247" 2012 34 6135 5032012 2130 1 1 2 2281991 21
"231322" 2012 34 6210 6012012 1125 1 1 2 2011991 21
"231332" 2012 34 6220 6052012 110 1 1 3 12061985 26
"231349" 2012 34 6237 6012012 400 1 1 3 6011992 20
"231357" 2012 34 6245 6062012 1840 1 1 2 7211991 21
"231377" 2012 34 6265 6072012 750 1 1 3 1281979 33
"231409" 2012 34 6297 6102012 1835 1 1 3 11291990 21
"231430" 2012 34 6318 6092012 1915 1 1 1 4261982 30
"231436" 2012 34 6324 6112012 1750 1 1 3 1211997 15
"231482" 2012 34 6370 5142012 1451 1 1 2 12311900 25
"231496" 2012 34 6384 6062012 1915 1 1 2 5091983 29
"231518" 2012 34 6406 6122012 1830 1 1 3 2101955 57
"231519" 2012 34 6407 6122012 1830 1 0 3 5071970 42
"231579" 2012 34 6467 6152012 240 1 1 3 11221990 21
"231591" 2012 34 6479 5082012 2030 1 1 3 12311900 19
"231624" 2012 34 6512 6182012 1400 1 1 4 11011988 23
"231627" 2012 34 6515 6192012 605 1 1 3 2121984 28
"231647" 2012 34 6535 6202012 432 1 1 3 9261992 19
"231661" 2012 34 6549 6192012 2035 1 1 3 2071986 26
"231688" 2012 34 6576 6142012 1831 1 1 2 5021988 23
"231693" 2012 34 6581 6212012 300 1 1 3 9151986 25
"231732" 2012 34 6620 6212012 2311 1 1 2 4211991 21
"231733" 2012 34 6621 6232012 210 1 1 3 5021988 24
"231759" 2012 34 6647 6262012 1054 1 1 3 12111984 27
"231820" 2012 34 6710 6272012 1140 1 1 5 5211996 16
"231821" 2012 34 6711 6272012 1330 1 1 3 11271968 43
"231826" 2012 34 6716 6272012 1550 1 1 2 3281996 16
"231836" 2012 34 6726 6272012 1910 1 1 3 2011987 25
"231839" 2012 34 6729 6282012 1903 1 1 1 12021984 27
"231852" 2012 34 6742 6282012 2215 1 1 2 11151987 24
"231865" 2012 34 6755 6272012 1710 1 1 2 1291988 23
"231994" 2012 40 8274 4022012 2105 3 1 3 12311900 18
"231997" 2012 40 8277 4022012 2125 3 1 2 12311900 15
"232023" 2012 40 8315 4032012 1210 3 1 1 7181966 45
"232108" 2012 40 8415 4042012 2342 3 1 1 12311900 20
"232128" 2012 40 8436 4042012 2055 3 1 1 3051989 23
"232135" 2012 40 8443 4042012 1930 3 1 1 3031996 17
"232177" 2012 40 8499 4062012 115 3 1 1 12311900 29
"232185" 2012 40 8508 4052012 2345 3 1 1 12311900 45
"232211" 2012 40 8534 4012012 2202 3 1 3 5231981 31
"232219" 2012 40 8542 4052012 2026 3 1 1 1261992 20
"232322" 2012 40 8645 4052012 2031 3 1 3 12311900 15
"232330" 2012 40 8653 4052012 2245 3 1 3 12311900 23
"232411" 2012 40 8759 4082012 1705 3 1 1 6271982 29
"232427" 2012 40 8776 4102012 35 3 1 2 1111993 16
"232507" 2012 40 8865 4092012 1735 3 1 3 3081972 40
"232515" 2012 40 8873 4092012 2140 3 1 3 12311900 35
"232520" 2012 40 8878 4102012 2320 3 1 3 12311900 23
"232623" 2012 40 8982 4112012 1952 3 1 1 12311900 19
"232657" 2012 40 9017 4112012 2215 3 1 3 3221996 19
"232688" 2012 40 9048 4122012 1230 3 1 2 11211955 56
"232741" 2012 40 9103 4102012 355 3 0 1 12311900 28
"232744" 2012 40 9106 4122012 2120 3 1 1 12211995 16
"232777" 2012 40 9139 4122012 2347 3 1 1 5091980 31
"232781" 2012 40 9143 4122012 1930 3 1 1 8121989 22
"232806" 2012 40 9168 4112012 1955 3 1 2 1311993 19
"232811" 2012 40 9173 4122012 2150 3 1 3 2171956 56
"232828" 2012 40 9190 4152012 2200 3 1 3 12311900 16
"232871" 2012 40 9233 4152012 2127 3 1 1 8241983 28
"232883" 2012 40 9245 4162012 2207 3 1 3 12311900 21
"232907" 2012 40 9273 4112012 2045 3 1 3 12311900 36
"233012" 2012 40 9392 4182012 1655 3 1 3 4271992 19
"233037" 2012 40 9417 4192012 1705 3 1 1 8091982 29
"233068" 2012 40 9448 4182012 2024 3 1 1 12311900 31
"233083" 2012 40 9463 4202012 25 3 1 2 12311900 27
"233099" 2012 40 9480 4192012 2023 3 0 1 12051986 26
"233172" 2012 40 9553 4202012 1630 3 1 3 9221963 58
"233197" 2012 40 9578 4202012 2325 3 1 1 1011983 29
"233246" 2012 40 9628 4212012 1945 3 1 2 5261977 35
"233306" 2012 40 9692 4122012 2002 3 1 1 12311900 38
"233314" 2012 40 9700 4182012 2000 3 0 1 6031992 130
"233326" 2012 40 9713 4202012 1925 3 1 1 12311900 16
"233340" 2012 40 9727 4202012 1745 3 1 1 12081993 18
"233360" 2012 40 9747 4192012 2218 3 1 3 11061988 23
"233391" 2012 40 9779 4202012 2241 3 1 2 4141989 23
"233412" 2012 40 9800 4212012 2028 3 1 1 8191975 35
"233466" 2012 40 9855 4232012 2230 3 1 1 12311900 19
"233470" 2012 40 9859 4232012 2120 3 1 1 9191993 18
"233475" 2012 40 9864 4232012 2030 3 1 1 12311900 16
"233497" 2012 40 9886 4242012 5 3 1 3 12311900 35
"233498" 2012 40 9887 4242012 1644 3 1 2 12311900 19
"233509" 2012 40 9898 4222012 155 3 1 3 12311900 55
"233512" 2012 40 9901 4242012 1935 3 1 3 12311900 21
"233522" 2012 40 9911 4242012 2138 3 1 3 12311900 27
"233550" 2012 40 9939 4202012 1600 3 1 1 12311900 15
"233582" 2012 40 9972 4222012 2050 3 1 1 2231983 29
"233627" 2012 40 10017 4252012 55 3 1 1 5191984 27
"233637" 2012 40 10027 4212012 1748 3 1 4 2101987 25
"233714" 2012 40 10104 4272012 1800 3 1 1 12311900 23
"233772" 2012 40 10162 4282012 1830 3 1 1 1071991 21
"233804" 2012 40 10194 4302012 58 3 1 2 12311900 23
"233809" 2012 40 10199 4292012 2220 3 1 1 12311900 28
"233810" 2012 40 10200 4292012 2015 3 1 3 12311900 22
"233863" 2012 40 10257 4282012 940 3 1 1 8161983 28
"233889" 2012 40 10283 4292012 2105 3 1 3 12311900 46
"233914" 2012 40 10308 4282012 30 3 1 1 7151987 24
"233918" 2012 40 10312 4282012 110 3 1 3 8181990 21
"233944" 2012 40 10338 4302012 2310 3 1 2 10181981 31
"233953" 2012 40 10347 5012012 1940 3 1 3 12311900 53
"233983" 2012 40 10377 5012012 1950 3 1 1 8301985 26
"233984" 2012 40 10378 5012012 1945 3 1 2 12311900 1
"234007" 2012 40 10401 5012012 1840 3 0 1 12311900 26
"234015" 2012 40 10409 5032012 145 3 1 1 12311900 19
"234026" 2012 40 10420 5022012 1935 3 0 1 3211964 48
"234065" 2012 40 10459 5032012 2102 3 1 1 12311900 15
"234140" 2012 40 10535 5052012 2340 3 1 1 12311900 38
"234156" 2012 40 10551 5032012 48 3 1 3 12311900 19
"234173" 2012 40 10568 5032012 105 3 0 3 12311900 29
"234179" 2012 40 10574 5052012 840 3 1 3 12311900 24
"234268" 2012 40 10663 5052012 2208 3 1 3 12311900 23
"234347" 2012 40 10742 4222012 205 3 1 1 12311900 17
"234432" 2012 40 10827 5102012 1746 3 1 2 10301990 21
"234443" 2012 40 10838 5102012 1822 3 1 1 10291994 17
"234454" 2012 40 10849 5102012 1910 3 1 1 8031987 29
"234456" 2012 40 10851 5102012 145 3 1 1 5031985 27
"234498" 2012 40 10893 5122012 1850 3 1 3 3231995 17
"234517" 2012 40 10913 5102012 1725 3 1 1 12311900 18
"234550" 2012 40 10946 5132012 2010 3 1 3 12041991 20
"234611" 2012 40 11007 5122012 2040 3 1 1 5291978 33
"234630" 2012 40 11026 5142012 1730 3 1 1 12311900 21
"234658" 2012 40 11054 5142012 2330 3 1 1 10071980 31
"234692" 2012 40 11089 5062012 43 3 1 2 12311900 19
"234706" 2012 40 11103 5142012 1600 3 1 1 3241965 47
"234725" 2012 40 11122 5152012 2045 3 1 3 5261973 38
"234772" 2012 40 11169 5162012 925 3 1 2 1111983 28
"234782" 2012 40 11179 5162012 2100 3 1 3 7201991 22
"234786" 2012 40 11183 5162012 2100 3 1 1 6231993 17
"234813" 2012 40 11210 5132012 845 3 1 3 12311900 32
"234818" 2012 40 11215 5142012 225 3 1 1 12311900 32
"234832" 2012 40 11229 5052012 2012 3 1 1 12311900 31
"234839" 2012 40 11236 5172012 2000 3 1 3 12311900 44
"234840" 2012 40 11237 5162012 243 3 1 1 12311900 29
"234847" 2012 40 11244 5152012 840 3 1 2 12311900 41
"234871" 2012 40 11269 5192012 1811 3 1 3 11101990 21
"234882" 2012 40 11280 5192012 2115 3 1 2 10171987 24
"234891" 2012 40 11289 5192012 100 3 1 3 4041989 23
"234900" 2012 40 11298 5162012 1916 3 1 1 12311900 62
"234919" 2012 40 11318 5202012 2225 3 0 3 12311900 28
"234982" 2012 40 11383 5102012 300 3 1 1 12311900 22
"235000" 2012 40 11401 5192012 2150 3 1 1 6271996 15
"235014" 2012 40 11415 5222012 2108 3 1 1 3021997 15
"235035" 2012 40 11436 5162012 1050 3 1 3 12311900 17
"235050" 2012 40 11451 5202012 2330 3 1 1 5151989 22
"235071" 2012 40 11472 5212012 1840 3 1 1 1301982 30
"235239" 2012 40 11640 5252012 2315 3 1 1 8061987 24
"235241" 2012 40 11642 5252012 312 3 0 3 12151992 20
"235291" 2012 40 11693 5292012 110 3 0 2 3281988 24
"235324" 2012 40 11726 5282012 120 3 1 1 10031982 29
"235355" 2012 40 11757 5302012 2336 3 1 1 12311900 18
"235448" 2012 40 11850 5302012 2320 3 1 2 6151986 25
"235486" 2012 40 11888 5272012 2143 3 1 3 9061989 23
"235549" 2012 40 11951 6022012 910 3 1 1 12311900 38
"235557" 2012 40 11959 6012012 130 3 1 3 12311900 28
"235635" 2012 40 12040 6052012 1617 3 1 1 12311900 22
"235671" 2012 40 12076 6072012 1825 3 1 1 12311900 3
"235683" 2012 40 12088 6082012 2115 3 1 3 12311900 22
"235714" 2012 40 12119 6072012 408 3 1 1 12311900 16
"235810" 2012 40 12215 6072012 1840 3 1 1 12311900 24
"235831" 2012 40 12236 6132012 2006 3 1 1 12311900 25
"235855" 2012 40 12260 6142012 620 3 1 1 12311900 19
"235858" 2012 40 12263 6082012 217 3 1 1 12311900 44
"235868" 2012 40 12273 6142012 2125 3 1 1 8061987 24
"235883" 2012 40 12288 6162012 2015 3 1 3 6121985 27
"235908" 2012 40 12313 6162012 2215 3 1 3 12311900 16
"235960" 2012 40 12365 6172012 110 3 1 1 6201989 22
"235985" 2012 40 12390 6192012 1737 3 1 1 12311991 20
"236040" 2012 40 12445 6082012 1855 3 0 1 7111995 16
"236044" 2012 40 12449 6172012 1830 3 1 2 2121990 22
"236115" 2012 40 12520 6182012 1520 3 1 1 12311900 14
"236116" 2012 40 12521 6182012 1520 3 1 2 12311900 14
"236145" 2012 40 12550 6222012 2110 3 1 2 12311900 26
"236153" 2012 40 12558 6232012 45 3 1 1 12311900 22
"236173" 2012 40 12578 6232012 120 3 1 1 12071984 27
"236176" 2012 40 12581 6242012 1755 3 1 1 7151972 38
"236182" 2012 40 12587 6232012 2100 3 1 1 12311900 24
"236184" 2012 40 12589 6252012 2330 3 1 2 12141988 24
"236199" 2012 40 12604 6232012 1000 3 0 3 3021983 29
"236212" 2012 40 12617 6262012 2226 3 1 1 10171992 19
"236242" 2012 40 12647 6272012 2119 3 1 2 3161990 22
"236280" 2012 40 12685 6292012 249 3 1 1 1011990 20
"236297" 2012 40 12705 6212012 1838 3 1 1 12311900 43
"236305" 2012 40 12713 6272012 1940 3 1 1 12311900 17
"236397" 2012 41 3380 4022012 240 3 1 2 3261992 20
"236400" 2012 41 3387 4012012 1633 3 1 1 3291980 32
"236424" 2012 41 3487 4042012 1714 3 1 1 8201993 18
"236440" 2012 41 3506 4052012 1140 3 1 4 6031985 26
"236506" 2012 41 3621 4042012 2045 3 1 4 4251992 19
"236570" 2012 41 3716 4072012 1115 3 1 4 6121978 33
"236631" 2012 41 3777 4132012 1846 3 1 1 12311900 36
"236676" 2012 41 3823 4112012 300 3 1 3 12311900 23
"236751" 2012 41 3909 4212012 1236 3 1 3 4111979 33
"236758" 2012 41 3916 4192012 27 3 1 1 8151984 27
"236764" 2012 41 3922 4032012 1312 3 0 2 11241970 41
"236774" 2012 41 3932 4182012 1140 3 0 1 5151992 19
"236780" 2012 41 3938 4072012 2300 3 1 2 3181980 32
"236789" 2012 41 3947 4212012 42 3 1 3 5211995 17
"236791" 2012 41 3949 4212012 20 3 1 3 7171992 19
"236793" 2012 41 3951 4192012 2220 3 1 3 10191984 32
"236818" 2012 41 3976 4202012 1908 3 1 2 10221995 16
"236870" 2012 41 4029 4102012 1200 3 1 1 9141977 34
"236884" 2012 41 4043 4132012 151 3 1 3 5311992 19
"236950" 2012 41 4112 4242012 1127 3 1 1 10231986 25
"236966" 2012 41 4128 4212012 2010 3 1 3 11231976 35
"236968" 2012 41 4130 4252012 2200 3 1 3 6101988 22
"236972" 2012 41 4134 4272012 2307 3 1 3 12181994 18
"236985" 2012 41 4147 4282012 530 3 1 1 8301994 17
"237081" 2012 41 4244 4302012 250 3 1 1 9261985 27
"237082" 2012 41 4245 4302012 103 3 1 3 11041976 35
"237171" 2012 41 4335 5052012 1330 3 1 1 4241975 57
"237198" 2012 41 4362 5032012 1344 3 0 3 10031993 18
"237247" 2012 41 4411 4222012 1839 3 1 1 8241996 15
"237265" 2012 41 4429 4262012 2128 3 1 3 12221983 28
"237301" 2012 41 4466 5062012 105 3 1 1 5241990 21
"237315" 2012 41 4480 5052012 1315 3 1 3 5151996 16
"237328" 2012 41 4493 5022012 2330 3 1 1 5111982 29
"237336" 2012 41 4501 5092012 1939 3 1 3 6281984 27
"237343" 2012 41 4508 5082012 2231 3 1 3 2251983 29
"237357" 2012 41 4523 5082012 1510 3 1 1 1251989 22
"237404" 2012 41 4570 5092012 7 3 1 1 10141981 31
"237425" 2012 41 4591 5072012 2250 3 1 3 8121992 19
"237430" 2012 41 4596 5142012 2300 3 1 1 1311984 28
"237492" 2012 41 4658 5022012 2025 3 1 1 1281997 15
"237494" 2012 41 4660 5082012 1510 3 1 1 5291973 18
"237515" 2012 41 4681 5182012 1825 3 1 1 6051986 25
"237545" 2012 41 4711 5102012 2235 3 1 1 5081981 30
"237566" 2012 41 4732 5072012 215 3 1 3 5201961 51
"237603" 2012 41 4769 5032012 1645 3 1 1 2211997 15
"237609" 2012 41 4775 5122012 1325 3 0 1 5221993 18
"237620" 2012 41 4786 5232012 125 3 1 1 1111991 21
"237627" 2012 41 4793 5252012 2300 3 1 1 2221997 15
"237685" 2012 41 4851 5252012 1350 3 1 4 1031994 18
"237714" 2012 41 4881 5262012 210 3 1 3 8201983 28
"237741" 2012 41 4909 5292012 2220 3 0 1 1061988 24
"237742" 2012 41 4910 5162012 915 3 1 1 12311900 26
"237813" 2012 41 4981 6052012 122 3 1 1 10021984 28
"237829" 2012 41 4997 5152012 2225 3 1 1 6031982 30
"237865" 2012 41 5034 6162012 250 3 1 1 3081968 44
"237876" 2012 41 5045 6142012 2320 3 1 1 3291994 18
"237898" 2012 41 5067 6062012 1225 3 1 3 12291963 48
"237925" 2012 41 5100 6102012 1339 3 0 3 12061991 20
"237959" 2012 41 5137 6052012 1700 3 0 3 1311981 31
"237971" 2012 41 5149 6132012 1614 3 0 3 9031997 14
"237975" 2012 41 5153 6132012 1614 3 1 2 2011995 17
"237982" 2012 41 5160 6082012 1030 3 1 1 6181993 18
"238013" 2012 41 5193 6072012 1710 3 1 1 2081990 22
"238022" 2012 41 5202 6162012 1657 3 1 1 11201993 18
"238030" 2012 41 5210 6072012 1925 3 1 3 9141978 35
"238087" 2012 41 5267 6232012 2225 3 1 3 7061965 65
"238111" 2012 41 5295 6222012 1210 3 1 3 12191980 31
"238247" 2012 42 2772 4012012 1655 3 1 1 3281994 18
"238291" 2012 42 2944 4032012 1454 3 1 1 12311900 20
"238327" 2012 42 3001 4062012 1410 3 1 3 9301975 36
"238346" 2012 42 3047 4012012 403 3 1 1 2091991 21
"238363" 2012 42 3064 4042012 1300 3 1 1 7151996 215
"238416" 2012 42 3117 4132012 2245 3 1 1 12311900 24
"238429" 2012 42 3130 4152012 45 3 1 3 12311900 18
"238441" 2012 42 3142 4152012 2225 3 1 1 12311900 18
"238463" 2012 42 3164 4072012 25 3 1 1 11241987 24
"238466" 2012 42 3167 4072012 2005 3 1 1 7011980 31
"238491" 2012 42 3192 4102012 1628 3 1 3 8061997 14
"238539" 2012 42 3240 4152012 1932 3 1 1 12091982 30
"238587" 2012 42 3304 4192012 1705 3 0 1 1091992 165
"238599" 2012 42 3316 4152012 150 3 1 1 2011994 18
"238639" 2012 42 3356 4212012 2120 3 1 1 8251993 19
"238676" 2012 42 3393 4212012 1910 3 1 1 2011994 18
"238701" 2012 42 3420 4222012 200 3 1 3 6191976 34
"238718" 2012 42 3437 4252012 40 3 1 1 5311986 25
"238751" 2012 42 3470 4292012 2100 3 1 2 12311900 17
"238797" 2012 42 3516 4262012 14 3 1 1 5251980 31
"238811" 2012 42 3530 4262012 2118 3 1 1 12051988 23
"238820" 2012 42 3539 4242012 645 3 1 3 4111975 38
"238837" 2012 42 3556 5022012 1820 3 1 3 11181996 16
"238880" 2012 42 3604 5032012 1500 3 1 3 2121992 20
"238911" 2012 42 3635 5062012 1501 3 1 1 8291965 47
"238924" 2012 42 3648 5042012 1630 3 1 3 12131996 15
"239008" 2012 42 3738 5172012 2100 3 1 1 8281995 16
"239061" 2012 42 3791 5152012 2216 3 1 3 3211988 24
"239074" 2012 42 3806 5042012 1230 3 1 3 5081983 28
"239092" 2012 42 3824 5202012 30 3 1 2 12311900 36
"239128" 2012 42 3860 5262012 16 3 1 1 12311900 23
"239167" 2012 42 3899 5282012 2100 3 1 2 12311900 22
"239236" 2012 42 3968 5312012 112 3 1 3 12311900 32
"239270" 2012 42 4003 6032012 2015 3 1 1 12311900 18
"239275" 2012 42 4008 5132012 17 3 1 1 1301992 20
"239320" 2012 42 4053 6022012 1646 3 1 1 8041962 49
"239335" 2012 42 4068 6012012 2050 3 1 1 5171993 19
"239350" 2012 42 4083 6092012 1900 3 1 1 9211966 45
"239351" 2012 42 4084 6092012 2000 3 1 1 12201985 27
"239366" 2012 42 4099 6072012 24 3 0 1 4021993 19
"239384" 2012 42 4118 6022012 1140 3 1 1 10261961 52
"239386" 2012 42 4120 6072012 2030 3 1 2 7061986 25
"239392" 2012 42 4126 6112012 5 3 1 1 1101972 39
"239534" 2012 42 4268 6102012 1357 3 1 3 12311900 63
"239564" 2012 42 4298 6252012 1600 3 1 2 4261993 19
"239618" 2012 42 4353 6292012 635 3 1 1 5111993 19
"239635" 2012 42 4370 6302012 130 3 1 1 7271994 16
"239682" 2012 42 4520 6292012 102 3 1 3 8261994 17
"239720" 2012 43 4057 4022012 2223 3 1 1 12311900 22
"239736" 2012 43 4073 4022012 1440 3 1 3 6201996 15
"239760" 2012 43 4097 4042012 110 3 1 3 12311900 15
"239761" 2012 43 4098 4022012 1759 3 1 2 3221992 20
"239766" 2012 43 4103 4042012 110 3 1 2 12311900 17
"239769" 2012 43 4106 4022012 2005 3 1 1 5211985 24
"239771" 2012 43 4109 4032012 1035 3 1 3 12311900 20
"239788" 2012 43 4127 4022012 2050 3 1 1 12311900 34
"239825" 2012 43 4219 4022012 1530 3 1 2 4081993 18
"239830" 2012 43 4225 4042012 2035 3 1 3 12311900 25
"239841" 2012 43 4236 4042012 535 3 1 4 2171964 48
"239869" 2012 43 4264 4082012 945 3 1 2 10091986 25
"239910" 2012 43 4313 4082012 2357 3 1 1 9231960 52
"239915" 2012 43 4318 4042012 2250 3 1 1 9131995 16
"239944" 2012 43 4347 4112012 1710 3 1 2 10131977 34
"240007" 2012 43 4435 4052012 20 3 1 1 9131995 16
"240051" 2012 43 4480 4112012 1900 3 1 3 4261960 51
"240060" 2012 43 4489 4142012 2205 3 1 3 10101970 42
"240108" 2012 43 4538 4152012 1913 3 1 3 12311900 14
"240130" 2012 43 4561 4172012 2332 3 1 1 12311900 27
"240174" 2012 43 4606 4212012 2040 3 1 6 4231986 25
"240178" 2012 43 4610 4152012 1913 3 0 3 12311900 18
"240212" 2012 43 4644 4222012 2005 3 1 1 12311900 45
"240233" 2012 43 4675 4212012 310 3 1 3 7161993 18
"240261" 2012 43 4704 4242012 1240 3 1 1 11151990 21
"240323" 2012 43 4768 4252012 2100 3 1 2 2031988 24
"240362" 2012 43 4807 4252012 2235 3 1 1 8171981 30
"240387" 2012 43 4832 4272012 1220 3 1 2 1291972 40
"240392" 2012 43 4837 4302012 1635 3 1 1 2181993 19
"240400" 2012 43 4851 4172012 1730 3 1 1 8121978 33
"240407" 2012 43 4858 4022012 1745 3 1 1 3181994 18
"240429" 2012 43 4880 4282012 435 3 1 4 8061978 33
"240453" 2012 43 4907 4282012 15 3 1 2 12311900 19
"240500" 2012 43 4954 4242012 1742 3 1 4 12311900 19
"240507" 2012 43 4961 5072012 1920 3 1 1 1021983 28
"240555" 2012 43 5011 4292012 1530 3 1 1 5311979 32
"240558" 2012 43 5014 4302012 327 3 1 1 1081994 18
"240597" 2012 43 5053 4302012 1540 3 1 3 12251982 29
"240640" 2012 43 5096 5082012 1945 3 1 2 7251987 25
"240660" 2012 43 5117 5052012 5 3 1 1 7021988 23
"240664" 2012 43 5121 5052012 1915 3 1 2 9071990 21
"240669" 2012 43 5126 5052012 2200 3 1 1 1251989 23
"240721" 2012 43 5178 5112012 2350 3 0 3 12311900 20
"240726" 2012 43 5183 5112012 2130 3 0 2 12311900 26
"240821" 2012 43 5279 5082012 1630 3 1 2 5171997 14
"240861" 2012 43 5319 5102012 1730 3 1 1 2031988 24
"240875" 2012 43 5333 5122012 2000 3 0 3 12311900 16
"240878" 2012 43 5336 5092012 1850 3 1 3 2191991 21
"240966" 2012 43 5424 5082012 1420 3 1 1 7151962 49
"240971" 2012 43 5429 5152012 1350 3 1 1 3051975 37
"241057" 2012 43 5515 5202012 512 3 1 5 4021991 21
"241112" 2012 43 5570 5212012 1900 3 1 2 11201993 19
"241115" 2012 43 5573 5232012 2210 3 1 3 12311900 20
"241148" 2012 43 5606 5262012 125 3 1 1 11101975 36
"241159" 2012 43 5617 5252012 100 3 1 1 7061996 15
"241167" 2012 43 5625 5252012 400 3 1 3 11021973 39
"241216" 2012 43 5674 5252012 449 3 1 3 2151983 30
"241229" 2012 43 5687 6012012 40 3 1 3 12311900 20
"241243" 2012 43 5701 5282012 115 3 1 3 3031982 30
"241275" 2012 43 5733 5152012 2231 3 1 1 12311900 22
"241287" 2012 43 5745 5302012 41 3 1 1 12311900 15
"241292" 2012 43 5750 6012012 8 3 1 1 9111995 16
"241305" 2012 43 5764 6042012 5 3 0 1 12311900 21
"241350" 2012 43 5809 6062012 2025 3 0 1 10021993 18
"241352" 2012 43 5811 4272012 29 3 1 3 12311900 57
"241367" 2012 43 5826 6062012 330 3 1 1 1211982 30
"241408" 2012 43 5867 6062012 1837 3 1 3 12311900 22
"241412" 2012 43 5871 6092012 110 3 1 1 12311900 25
"241419" 2012 43 5878 6082012 1917 3 1 3 12311900 23
"241453" 2012 43 5914 6102012 2130 3 1 3 12311900 16
"241455" 2012 43 5916 6102012 2010 3 1 1 12311900 16
"241457" 2012 43 5918 6102012 2240 3 1 3 12311900 17
"241485" 2012 43 5946 6112012 2127 3 1 1 12311900 24
"241512" 2012 43 5973 6122012 1416 3 1 1 9011990 21
"241555" 2012 43 6016 6142012 2300 3 1 2 12311900 23
"241653" 2012 43 6116 6132012 1200 3 1 2 5221995 17
"241670" 2012 43 6133 6152012 1845 3 1 2 12311900 37
"241698" 2012 43 6162 6222012 2015 3 1 3 6031995 16
"241715" 2012 43 6179 5182012 2210 3 1 1 10111995 16
"241732" 2012 43 6196 6222012 2010 3 0 1 12311900 16
"241785" 2012 43 6249 6262012 417 3 1 1 12281980 31
"241808" 2012 43 6274 6242012 800 3 1 3 12281978 33
"241821" 2012 43 6288 6232012 250 3 1 1 12311900 32
"241825" 2012 43 6292 6222012 105 3 0 3 12311900 25
"241831" 2012 43 6301 6272012 1051 3 1 3 11051943 68
"241862" 2012 44 6930 4012012 115 3 1 1 12311900 21
"241871" 2012 44 6970 4052012 10 3 1 1 12271991 20
"241900" 2012 44 7044 4052012 2140 3 1 2 9111992 19
"241905" 2012 44 7049 4042012 1945 3 1 2 10241993 19
"241934" 2012 44 7092 4022012 1831 3 1 1 12311900 23
"241944" 2012 44 7107 4012012 2044 3 1 1 12311900 17
"242020" 2012 44 7241 4092012 2145 3 1 1 12311900 19
"242079" 2012 44 7308 4052012 1545 3 1 1 12311900 15
"242171" 2012 44 7403 4042012 1948 3 1 1 12311900 42
"242197" 2012 44 7439 4012012 1946 3 1 2 12311900 21
"242210" 2012 44 7452 4062012 1946 3 1 1 12311900 50
"242273" 2012 44 7545 4122012 2300 3 1 2 12311900 28
"242330" 2012 44 7603 4132012 1930 3 1 3 1051988 24
"242359" 2012 44 7662 4112012 2150 3 1 1 12311900 15
"242423" 2012 44 7744 4042012 1130 3 1 1 12311900 24
"242460" 2012 44 7781 4112012 2150 3 1 1 12311900 18
"242461" 2012 44 7782 4112012 2046 3 0 3 12311900 24
"242527" 2012 44 7851 4202012 1540 3 1 1 12311900 36
"242534" 2012 44 7858 4122012 1601 3 1 1 12311900 27
"242539" 2012 44 7863 4202012 1915 3 1 2 12311900 21
"242580" 2012 44 7904 4182012 1225 3 1 3 12311900 24
"242625" 2012 44 7949 4162012 1525 3 1 2 2201960 52
"242677" 2012 44 8002 4202012 2300 3 1 2 12311900 19
"242709" 2012 44 8034 4142012 1550 3 1 1 12311900 15
"242711" 2012 44 8036 4142012 2034 3 1 1 12311900 29
"242722" 2012 44 8047 4142012 1918 3 1 1 4011958 54
"242747" 2012 44 8072 4132012 1930 3 0 3 12311900 24
"242765" 2012 44 8090 4182012 1815 3 1 2 12311900 43
"242776" 2012 44 8101 4192012 1915 3 1 3 12311900 28
"242857" 2012 44 8183 4092012 1410 3 1 3 12311900 22
"242912" 2012 44 8242 4122012 1931 3 1 3 8051980 32
"242925" 2012 44 8256 4202012 1620 3 1 3 12311900 17
"242926" 2012 44 8257 4202012 1540 3 1 3 12311900 15
"242938" 2012 44 8269 4222012 145 3 1 3 12311900 17
"242954" 2012 44 8287 4202012 1405 3 1 1 7011995 16
"242979" 2012 44 8312 4212012 2030 3 1 1 12311900 20
"242981" 2012 44 8315 4032012 2015 3 1 1 12311900 22
"243045" 2012 44 8405 4102012 1000 3 1 1 12311900 60
