"isolate" "year" "partyid" "age" "attend" "south" "income" "female" "minority"
"31769" -1 1988 2 63 1 0 4 1 0
"31771" 1 1988 4 81 4 0 2 1 0
"31772" -1 1988 1 41 5 0 3 0 0
"31773" -1 1988 1 60 1 0 3 1 0
"31774" 1 1988 2 62 4 0 3 1 0
"31775" 1 1988 1 67 2 1 4 0 0
"31776" -1 1988 2 26 4 1 2 1 1
"31777" -1 1988 1 35 3 1 3 1 1
"31778" -1 1988 4 35 4 0 4 1 0
"31779" -1 1988 2 48 2 0 4 1 1
"31780" 1 1988 2 61 3 1 3 1 0
"31781" -1 1988 3 18 4 0 2 1 1
"31782" 1 1988 2 28 3 0 1 1 1
"31783" -1 1988 1 47 4 0 3 0 0
"31784" 1 1988 1 22 2 1 3 1 1
"31786" -1 1988 1 32 4 1 3 0 0
"31788" -1 1988 3 59 3 0 3 0 0
"31789" -1 1988 1 41 2 1 3 0 1
"31790" 0 1988 2 35 5 0 4 1 0
"31791" -1 1988 4 31 5 1 3 0 1
"31792" -1 1988 3 33 5 0 2 0 0
"31793" 1 1988 4 36 5 0 1 1 1
"31796" -1 1988 1 52 1 1 1 1 0
"31797" 1 1988 2 29 3 1 1 1 1
"31798" -1 1988 2 39 1 1 4 0 1
"31799" 0 1988 2 43 4 1 4 0 0
"31800" -1 1988 1 41 1 1 3 1 1
"31802" -1 1988 2 68 3 1 2 0 0
"31803" -1 1988 1 24 3 0 4 0 1
"31804" -1 1988 4 32 4 0 4 0 0
"31805" -1 1988 3 22 2 0 4 1 1
"31806" 1 1988 1 73 1 1 2 1 0
"31807" 1 1988 3 44 3 1 2 0 1
"31808" -1 1988 3 39 5 0 4 1 1
"31809" -1 1988 4 41 5 0 3 1 0
"31810" -1 1988 2 38 3 0 3 0 1
"31811" -1 1988 1 70 1 0 3 1 0
"31812" 1 1988 2 79 3 1 1 1 0
"31813" -1 1988 2 61 4 1 3 1 1
"31814" -1 1988 2 46 1 1 4 0 0
"31815" -1 1988 1 30 2 1 2 1 1
"31816" -1 1988 1 34 2 1 3 0 1
"31817" -1 1988 4 32 5 0 1 0 1
"31818" 1 1988 3 25 4 1 3 0 0
"31819" -1 1988 4 35 1 0 1 1 0
"31820" 1 1988 1 68 1 0 1 1 0
"31821" 1 1988 2 57 2 1 1 1 1
"31822" 1 1988 1 36 4 0 4 1 0
"31823" -1 1988 1 39 1 0 4 0 1
"31824" 1 1988 1 50 4 1 3 0 1
"31825" 1 1988 1 32 1 1 3 1 1
"31826" -1 1988 2 32 1 0 2 1 0
"31827" -1 1988 2 32 4 1 1 1 1
"31828" 1 1988 2 32 4 1 1 0 1
"31829" 1 1988 1 83 4 0 1 1 0
"31830" -1 1988 1 71 5 0 3 0 0
"31831" -1 1988 4 32 5 0 3 0 0
"31832" -1 1988 3 45 4 0 4 0 0
"31833" -1 1988 3 30 4 0 4 0 0
"31834" -1 1988 1 40 1 0 4 0 0
"31835" -1 1988 4 32 1 1 3 1 0
"31836" -1 1988 2 63 5 0 2 1 0
"31837" -1 1988 4 37 2 0 4 0 0
"31838" -1 1988 4 36 4 0 3 1 0
"31839" 1 1988 2 55 1 1 3 0 0
"31842" -1 1988 4 40 5 1 1 0 0
"31844" -1 1988 2 43 3 0 3 1 0
"31845" -1 1988 3 66 3 1 1 0 0
"31846" -1 1988 2 23 5 1 4 0 0
"31848" 1 1988 1 40 4 1 3 1 1
"31849" 1 1988 4 39 4 0 3 1 1
"31850" 1 1988 2 34 4 0 3 1 0
"31851" -1 1988 2 25 5 1 3 1 0
"31852" -1 1988 4 31 4 0 4 1 0
"31853" 1 1988 4 40 4 0 3 1 0
"31854" 1 1988 3 28 4 0 1 1 0
"31855" -1 1988 4 27 4 1 1 1 1
"31857" 1 1988 3 60 5 1 1 0 1
"31858" -1 1988 4 51 2 1 2 1 1
"31859" -1 1988 1 21 3 0 1 1 1
"31860" 1 1988 3 21 5 1 3 0 1
"31861" -1 1988 2 54 1 0 2 1 0
"31862" -1 1988 3 25 1 1 3 1 0
"31863" -1 1988 1 24 5 0 3 0 0
"31864" -1 1988 2 57 4 0 3 1 1
"31865" -1 1988 2 41 1 0 4 1 0
"31866" -1 1988 3 24 4 0 1 1 0
"31867" 1 1988 3 35 4 0 3 1 0
"31869" 1 1988 2 88 1 1 1 1 1
"31870" -1 1988 4 35 4 1 1 1 0
"31872" 1 1988 3 37 2 1 4 1 0
"31873" -1 1988 3 47 4 1 1 1 1
"31874" 1 1988 2 50 3 1 1 1 1
"31875" -1 1988 1 52 2 0 3 1 1
"31876" 1 1988 3 31 1 1 1 1 1
"31877" 1 1988 3 37 3 0 4 1 0
"31878" 1 1988 3 22 4 0 3 0 1
"31879" 1 1988 4 20 3 0 4 1 0
"31880" -1 1988 1 27 2 0 4 1 1
"31881" -1 1988 1 36 1 0 3 1 0
"31882" -1 1988 1 72 1 1 3 1 1
"31883" 1 1988 2 57 4 0 2 0 1
"31885" -1 1988 2 35 1 0 1 1 0
"31886" -1 1988 3 23 5 0 1 0 1
"31887" -1 1988 2 47 4 1 3 1 0
"31888" 1 1988 1 27 5 0 3 0 0
"31890" -1 1988 3 46 5 1 4 0 0
"31891" -1 1988 4 43 4 0 4 0 0
"31892" -1 1988 3 47 1 1 4 1 0
"31893" -1 1988 3 39 4 0 4 1 0
"31894" 1 1988 2 55 4 0 3 0 0
"31895" -1 1988 1 26 1 0 2 1 1
"31896" -1 1988 1 35 1 0 2 1 1
"31897" -1 1988 3 31 3 0 4 1 0
"31898" 1 1988 2 71 4 0 3 1 0
"31899" 1 1988 2 34 5 0 3 1 1
"31900" 1 1988 1 53 2 0 4 1 1
"31901" -1 1988 1 61 4 0 1 0 0
"31902" 1 1988 3 64 3 0 4 0 0
"31903" -1 1988 1 41 5 0 4 0 0
"31905" -1 1988 2 22 5 1 1 1 0
"31906" -1 1988 4 37 3 1 2 1 1
"31907" 1 1988 1 25 3 0 1 0 1
"31908" -1 1988 2 49 3 1 3 0 0
"31909" -1 1988 2 27 2 1 3 1 0
"31910" 1 1988 4 27 5 0 3 0 1
"31911" -1 1988 2 34 4 0 3 1 0
"31914" 1 1988 1 55 4 0 3 1 0
"31915" -1 1988 2 48 1 0 4 1 1
"31916" 1 1988 2 71 5 0 3 0 0
"31918" -1 1988 1 73 5 1 1 1 0
"31919" -1 1988 3 25 1 1 2 1 1
"31920" 1 1988 4 50 4 1 4 0 0
"31921" -1 1988 2 36 4 1 3 0 1
"31922" -1 1988 2 56 1 1 3 0 0
"31923" -1 1988 2 41 2 0 4 1 1
"31925" 1 1988 1 47 1 0 4 1 1
"31926" -1 1988 2 35 5 0 1 1 1
"31927" 1 1988 3 70 1 0 3 1 0
"31928" -1 1988 3 22 3 0 1 1 1
"31929" 1 1988 1 22 5 1 1 1 1
"31930" -1 1988 2 28 2 0 2 1 1
"31931" 1 1988 2 28 4 0 1 1 1
"31932" 1 1988 3 21 1 0 1 1 1
"31933" -1 1988 3 44 5 0 3 0 1
"31934" -1 1988 1 80 1 1 3 0 0
"31935" 1 1988 3 27 4 1 3 0 1
"31936" -1 1988 3 33 3 0 3 0 0
"31937" -1 1988 1 22 2 0 3 1 1
"31938" -1 1988 2 53 5 0 4 0 0
"31939" 1 1988 4 32 4 1 3 1 1
"31940" 1 1988 2 74 1 0 2 1 0
"31941" -1 1988 2 27 5 0 4 1 0
"31942" -1 1988 2 25 5 1 1 1 0
"31943" -1 1988 1 32 2 1 2 1 1
"31944" 1 1988 2 42 1 0 1 1 1
"31945" 1 1988 4 31 4 1 4 1 0
"31946" 1 1988 1 58 5 1 1 1 0
"31947" 1 1988 1 32 3 1 2 1 1
"31948" -1 1988 2 56 1 0 2 1 0
"31949" -1 1988 3 46 5 0 4 1 0
"31950" -1 1988 2 27 5 0 5 1 0
"31952" -1 1988 3 33 4 0 4 1 0
"31954" -1 1988 3 25 3 0 3 1 0
"31955" 1 1988 4 78 4 1 1 0 0
"31956" 1 1988 1 92 2 0 2 1 0
"31957" -1 1988 1 38 2 1 1 1 1
"31958" -1 1988 1 53 4 0 3 0 1
"31959" 1 1988 4 31 2 1 1 1 0
"31960" 1 1988 2 23 4 0 3 0 0
"31961" -1 1988 4 42 5 0 3 0 0
"31963" -1 1988 4 57 2 1 2 1 0
"31964" 1 1988 2 45 2 0 4 0 1
"31965" 1 1988 3 44 3 0 4 0 0
"31967" 1 1988 2 40 1 0 4 0 0
"31968" -1 1988 4 26 1 0 2 1 0
"31969" -1 1988 2 37 3 1 3 1 0
"31970" -1 1988 2 60 4 0 4 1 0
"31971" -1 1988 1 43 4 1 4 0 0
"31973" -1 1988 1 63 1 1 4 1 0
"31974" -1 1988 2 19 1 1 3 1 1
"31975" -1 1988 3 70 3 1 3 0 0
"31976" -1 1988 3 29 5 0 3 1 1
"31977" -1 1988 4 45 1 1 3 1 0
"31978" -1 1988 4 25 1 0 1 1 0
"31979" -1 1988 4 18 3 0 3 1 1
"31980" -1 1988 1 70 1 1 1 1 1
"31982" -1 1988 2 43 4 0 2 0 0
"31983" -1 1988 2 66 5 0 2 0 0
"31984" -1 1988 2 50 5 0 4 0 0
"31985" 1 1988 2 50 4 0 1 1 0
"31986" -1 1988 2 37 1 1 4 1 1
"31988" -1 1988 2 22 5 0 2 0 1
"31989" -1 1988 3 24 5 0 1 1 0
"31990" 1 1988 2 57 5 1 3 1 1
"31991" -1 1988 1 41 1 1 3 1 1
"31992" -1 1988 2 29 1 1 4 1 0
"31994" -1 1988 1 48 4 0 3 0 0
"31995" 1 1988 2 25 4 1 3 0 0
"31996" -1 1988 3 21 4 0 3 0 1
"31997" -1 1988 2 70 1 1 1 1 0
"31998" -1 1988 2 42 1 0 4 0 0
"31999" -1 1988 2 37 1 1 4 1 0
"32000" 1 1988 1 79 1 1 2 1 0
"32002" -1 1988 2 33 4 1 4 0 0
"32003" -1 1988 3 61 1 1 2 1 0
"32004" -1 1988 2 68 4 0 1 0 0
"32005" -1 1988 2 68 3 0 4 1 0
"32006" -1 1988 1 27 5 0 3 1 0
"32007" 0 1988 3 60 5 1 1 1 0
"32008" -1 1988 3 40 2 0 4 0 0
"32009" -1 1988 1 70 1 0 1 1 0
"32010" 1 1988 3 17 4 1 1 1 1
"32012" -1 1988 1 67 2 0 1 1 0
"32013" 1 1988 1 86 4 0 3 0 0
"32014" 0 1988 2 39 4 0 4 1 0
"32015" 1 1988 4 19 5 0 4 1 0
"32016" 1 1988 1 33 2 0 1 1 1
"32017" -1 1988 1 56 4 0 2 1 0
"32018" 1 1988 2 71 3 0 1 1 0
"32019" -1 1988 2 38 1 0 4 1 0
"32020" -1 1988 4 52 3 1 1 1 1
"32022" 1 1988 4 24 4 0 3 1 0
"32023" -1 1988 4 78 4 0 3 0 0
"32024" -1 1988 2 44 1 1 4 0 1
"32025" 1 1988 1 70 1 1 1 1 1
"32026" 1 1988 2 48 3 1 1 1 1
"32027" -1 1988 1 55 4 0 1 0 0
"32028" -1 1988 1 41 1 0 4 1 0
"32029" -1 1988 2 35 2 0 3 1 0
"32030" -1 1988 2 44 1 1 3 1 1
"32031" -1 1988 3 65 3 1 2 1 0
"32032" 1 1988 1 82 1 1 1 0 0
"32034" -1 1988 3 21 4 1 4 0 1
"32035" 1 1988 2 52 5 0 3 1 0
"32036" -1 1988 1 53 5 1 3 0 1
"32037" -1 1988 2 80 1 0 1 0 0
"32038" -1 1988 4 32 3 0 3 1 0
"32039" -1 1988 3 50 3 0 5 1 0
"32040" 1 1988 3 25 3 1 3 0 1
"32041" 1 1988 3 29 4 0 1 0 0
"32042" -1 1988 1 45 1 1 3 1 0
"32043" 0 1988 4 40 5 0 3 1 0
"32044" -1 1988 3 48 1 0 1 1 0
"32045" 1 1988 4 24 4 0 1 1 0
"32046" -1 1988 3 41 1 1 4 0 0
"32047" 1 1988 3 29 1 0 1 1 1
"32048" -1 1988 1 27 2 0 3 1 1
"32049" -1 1988 1 29 4 1 3 1 1
"32050" -1 1988 4 79 5 0 3 1 0
"32051" 1 1988 1 63 1 0 3 1 0
"32053" 1 1988 1 36 2 0 4 1 1
"32054" -1 1988 4 35 4 0 3 0 0
"32055" 0 1988 2 62 4 1 1 1 1
"32057" 1 1988 2 62 1 0 2 1 0
"32058" 1 1988 3 70 3 1 1 1 1
"32059" -1 1988 2 43 1 0 3 1 0
"32060" 1 1988 2 41 2 1 3 0 0
"32061" -1 1988 2 22 4 0 1 1 1
"32062" -1 1988 2 43 1 0 3 1 0
"32063" 1 1988 1 34 4 1 3 1 0
"32064" 1 1988 1 59 1 1 1 0 1
"32065" -1 1988 4 59 4 0 4 0 0
"32066" -1 1988 2 40 4 0 4 1 0
"32067" -1 1988 3 36 3 0 2 1 1
"32068" -1 1988 1 66 1 0 2 1 0
"32070" 1 1988 2 34 1 1 2 1 1
"32071" 1 1988 1 78 1 0 1 1 0
"32073" -1 1988 1 58 1 1 2 1 1
"32074" 0 1988 3 32 1 0 3 0 0
"32075" -1 1988 2 44 4 0 4 0 0
"32076" -1 1988 1 37 3 0 3 1 1
"32077" -1 1988 2 33 2 0 3 0 0
"32078" -1 1988 1 26 3 1 3 1 0
"32079" 1 1988 2 25 1 0 1 1 1
"32081" -1 1988 1 38 5 0 2 0 1
"32082" -1 1988 2 49 4 0 4 0 1
"32083" 1 1988 1 33 2 1 3 0 0
"32084" -1 1988 1 24 4 1 3 0 0
"32086" -1 1988 4 25 5 0 2 0 0
"32087" -1 1988 2 43 5 0 4 0 0
"32089" -1 1988 4 43 3 0 3 0 0
"32091" 1 1988 3 45 4 0 4 0 0
"32092" 0 1988 2 47 4 1 1 1 0
"32094" -1 1988 1 81 1 0 3 1 0
"32095" -1 1988 2 48 1 1 5 1 0
"32096" 1 1988 2 61 5 0 4 1 0
"32098" 1 1988 4 46 4 0 4 0 0
"32099" -1 1988 3 32 4 1 1 1 1
"32101" 1 1988 2 52 4 1 1 1 0
"32102" -1 1988 2 27 4 0 4 0 0
"32103" 1 1988 1 60 5 1 1 0 0
"32104" 1 1988 2 42 3 0 3 0 0
"32105" 1 1988 4 32 5 1 1 1 0
"32106" -1 1988 1 47 1 1 3 1 1
"32107" -1 1988 1 47 1 1 3 1 0
"32108" 1 1988 3 32 4 0 2 1 1
"32109" -1 1988 2 35 3 0 1 1 0
"32110" 1 1988 1 42 1 1 1 1 1
"32111" -1 1988 2 40 5 0 2 1 0
"32112" 1 1988 2 26 5 1 4 1 0
"32114" -1 1988 4 26 4 0 2 1 0
"32115" -1 1988 1 27 3 0 3 1 0
"32116" 1 1988 2 52 1 0 3 1 0
"32117" -1 1988 3 74 1 1 2 0 0
"32118" 1 1988 1 70 1 0 4 1 0
"32119" -1 1988 2 29 4 1 2 0 0
"32121" 1 1988 3 36 5 0 2 0 1
"32122" -1 1988 2 33 1 0 3 0 0
"32123" -1 1988 2 20 1 0 2 1 1
"32124" -1 1988 2 20 5 0 1 0 0
"32125" -1 1988 2 42 1 1 4 0 0
"32126" -1 1988 4 63 5 0 4 0 0
"32127" -1 1988 4 71 5 0 5 0 0
"32128" 1 1988 1 28 4 0 4 0 0
"32129" 1 1988 2 62 4 1 3 1 0
"32130" -1 1988 2 35 2 0 4 0 0
"32131" 1 1988 4 28 3 0 4 1 0
"32132" -1 1988 1 48 1 0 4 0 0
"32133" 1 1988 1 50 3 0 3 1 1
"32134" 1 1988 2 48 1 0 5 1 0
"32135" -1 1988 4 28 5 0 1 1 0
"32136" -1 1988 3 53 4 1 1 1 1
"32137" -1 1988 2 29 4 0 3 0 1
"32138" 1 1988 4 30 4 1 3 0 0
"32139" -1 1988 1 68 1 0 3 1 0
"32140" -1 1988 2 60 1 1 4 0 0
"32141" 1 1988 2 38 5 0 3 0 0
"32142" 1 1988 1 81 5 0 2 1 0
"32144" -1 1988 1 61 4 1 3 1 0
"32145" -1 1988 2 45 5 0 4 0 0
"32146" -1 1988 3 37 1 1 3 1 1
"32147" -1 1988 1 31 4 0 4 1 1
"32149" -1 1988 1 62 5 0 4 0 0
"32150" 0 1988 1 33 2 0 1 1 1
"32151" -1 1988 1 46 3 0 1 0 1
"32152" -1 1988 4 29 4 0 4 0 0
"32153" -1 1988 2 35 4 1 4 0 0
"32154" -1 1988 1 69 3 0 2 1 1
"32155" 1 1988 1 23 5 0 2 1 0
"32156" 1 1988 2 31 4 0 3 1 0
"32157" -1 1988 1 40 1 1 4 1 1
"32158" 1 1988 3 30 2 1 2 1 0
"32159" 0 1988 2 46 1 0 4 1 0
"32160" -1 1988 1 52 4 1 2 0 0
"32161" -1 1988 3 35 4 0 4 0 0
"32163" -1 1988 2 73 1 0 1 1 1
"32164" -1 1988 1 24 5 0 1 1 0
"32165" 1 1988 2 32 5 1 3 0 0
"32166" -1 1988 1 36 1 0 3 1 0
"32167" 1 1988 4 44 5 0 4 0 0
"32168" -1 1988 4 25 1 0 1 1 1
"32170" 0 1988 2 93 1 0 1 1 0
"32171" -1 1988 3 71 1 0 4 0 0
"32172" -1 1988 2 18 5 0 4 0 0
"32173" 1 1988 4 50 5 0 2 1 0
"32174" -1 1988 4 37 4 1 4 1 0
"32175" -1 1988 4 24 5 0 3 0 1
"32176" 1 1988 2 52 1 1 3 1 0
"32178" -1 1988 2 23 4 1 2 1 1
"32180" 1 1988 3 23 4 0 3 1 0
"32181" -1 1988 3 28 4 0 4 0 0
"32182" 1 1988 3 40 1 1 2 1 0
"32183" 1 1988 3 68 2 1 2 1 1
"32184" 1 1988 4 82 4 0 4 1 0
"32185" -1 1988 3 51 5 1 4 0 0
"32186" -1 1988 2 32 2 0 4 1 0
"32187" -1 1988 2 33 2 0 3 1 0
"32188" -1 1988 2 36 5 0 3 1 0
"32189" -1 1988 2 22 2 1 2 1 1
"32190" -1 1988 2 28 4 1 4 0 0
"32191" -1 1988 3 41 4 0 3 0 0
"32192" -1 1988 3 21 2 0 4 0 1
"32193" 0 1988 4 33 1 1 3 1 1
"32194" 1 1988 2 31 3 1 3 1 1
"32195" -1 1988 1 23 1 1 3 1 0
"32196" -1 1988 2 63 4 0 2 0 0
"32197" -1 1988 4 68 2 0 4 1 0
"32198" 1 1988 3 58 4 1 2 1 0
"32199" -1 1988 4 42 4 0 4 1 0
"32200" -1 1988 1 26 4 0 3 1 1
"32201" -1 1988 1 51 4 1 3 0 1
"32202" 1 1988 2 87 5 0 1 0 0
"32203" -1 1988 2 24 4 0 4 0 1
"32204" 1 1988 2 32 4 0 4 0 0
"32205" 0 1988 4 69 1 1 1 1 0
"32206" -1 1988 4 23 3 1 2 1 1
"32207" 0 1988 4 62 1 0 3 1 0
"32208" 1 1988 1 62 1 1 1 1 1
"32209" 1 1988 1 56 1 1 2 0 1
"32211" 0 1988 1 31 3 1 1 0 1
"32213" -1 1988 3 37 4 1 4 1 0
"32214" -1 1988 4 34 4 0 3 1 0
"32215" -1 1988 4 36 5 0 4 0 0
"32216" 1 1988 1 25 3 1 1 1 1
"32217" 1 1988 3 25 4 1 3 0 0
"32218" -1 1988 4 32 4 0 1 1 0
"32219" -1 1988 3 56 4 1 3 1 0
"32220" -1 1988 3 35 4 1 3 0 1
"32222" 1 1988 2 36 2 0 2 1 0
"32223" -1 1988 2 30 5 0 1 1 0
"32225" -1 1988 1 55 3 0 4 1 0
"32226" -1 1988 2 42 5 1 1 1 0
"32227" 1 1988 3 24 4 0 4 1 0
"32228" -1 1988 1 30 4 0 4 0 0
"32230" -1 1988 4 26 3 0 3 0 0
"32231" -1 1988 2 19 5 1 1 0 1
"32232" 1 1988 3 27 3 1 1 1 1
"32233" -1 1988 2 28 1 1 2 1 1
"32234" -1 1988 4 18 5 0 1 1 1
"32236" -1 1988 4 35 5 0 4 1 0
"32237" -1 1988 3 27 4 0 2 0 1
"32238" -1 1988 1 47 3 1 4 0 1
"32239" -1 1988 4 74 1 0 2 0 0
"32240" 0 1988 2 82 1 0 1 1 0
"32241" 1 1988 3 37 4 0 4 0 1
"32242" 1 1988 2 72 1 1 4 1 0
"32243" 0 1988 3 75 4 0 4 0 1
"32244" -1 1988 4 20 3 0 1 0 0
"32245" 1 1988 2 63 4 1 4 1 0
"32246" 1 1988 2 54 4 0 4 1 0
"32247" -1 1988 2 34 1 0 4 0 0
"32250" 1 1988 2 41 2 0 4 0 0
"32252" -1 1988 1 40 3 0 3 1 1
"32254" -1 1988 4 38 2 0 1 1 0
"32256" 1 1988 1 72 5 0 3 0 0
"32258" -1 1988 2 59 5 0 3 1 0
"32259" -1 1988 1 28 1 1 1 1 0
"32260" -1 1988 4 31 4 0 3 0 1
"32261" 1 1988 2 50 3 1 3 0 0
"32262" 1 1988 1 58 2 0 3 1 0
"32263" -1 1988 2 26 3 0 2 1 0
"32264" -1 1988 4 58 1 1 3 1 0
"32265" -1 1988 3 31 4 1 4 0 0
"32266" -1 1988 2 74 5 0 3 0 0
"32267" 1 1988 1 77 4 1 1 1 1
"32269" 1 1988 3 22 5 0 1 0 0
"32270" -1 1988 3 24 1 0 4 0 0
"32271" -1 1988 4 55 1 0 4 1 0
"32272" 1 1988 3 47 4 0 4 0 0
"32273" 1 1988 3 43 4 0 4 1 0
"32275" -1 1988 1 59 5 0 3 1 0
"32277" 0 1988 1 56 1 1 1 1 0
"32279" 1 1988 3 29 5 0 3 0 1
"32280" -1 1988 2 44 1 0 3 1 1
"32281" 1 1988 1 80 2 0 1 1 0
"32282" -1 1988 1 35 3 1 3 1 1
"32283" 1 1988 3 72 4 0 4 1 0
"32284" -1 1988 4 66 4 0 2 1 0
"32285" 1 1988 1 60 3 1 1 0 1
"32286" -1 1988 1 33 5 1 3 0 1
"32287" -1 1988 3 49 4 1 4 0 0
"32289" 0 1988 1 26 4 1 1 1 1
"32290" 1 1988 2 49 3 1 3 1 0
"32291" -1 1988 2 20 4 1 3 1 0
"32292" -1 1988 2 30 2 0 3 1 0
"32293" -1 1988 2 66 1 0 3 1 0
"32294" -1 1988 1 56 1 0 2 1 1
"32295" -1 1988 3 60 1 0 3 1 1
"32296" -1 1988 3 46 4 1 4 0 0
"32298" 1 1988 3 65 1 0 1 1 1
"32299" 1 1988 3 32 4 1 3 1 0
"32300" 1 1988 1 33 3 0 3 1 1
"32301" 1 1988 2 63 5 1 3 0 0
"32302" 1 1988 3 39 4 0 3 0 1
"32303" 1 1988 3 32 4 0 4 0 0
"32304" -1 1988 2 38 3 1 2 1 1
"32305" -1 1988 2 21 5 0 4 0 0
"32307" -1 1988 4 28 4 0 3 0 0
"32308" 1 1988 1 32 4 0 3 1 0
"32309" -1 1988 1 43 3 1 3 1 0
"32310" 0 1988 4 23 2 1 3 0 1
"32311" 1 1988 4 24 5 1 4 0 0
"32312" -1 1988 1 24 1 0 3 1 0
"32313" -1 1988 3 24 3 0 4 1 0
"32314" -1 1988 3 34 3 1 4 0 1
"32315" 1 1988 2 29 3 0 3 1 0
"32316" -1 1988 3 28 5 0 2 0 1
"32317" -1 1988 2 37 4 0 4 0 0
"32318" 1 1988 1 83 5 1 1 1 0
"32320" -1 1988 2 39 1 0 4 0 0
"32321" 1 1988 3 53 3 0 3 0 0
"32322" 1 1988 2 79 5 0 1 0 0
"32323" -1 1988 2 25 1 0 4 1 0
"32324" -1 1988 1 30 4 0 3 0 0
"32325" 1 1988 1 81 1 0 3 0 0
"32326" 1 1988 1 52 4 1 1 1 1
"32327" -1 1988 2 26 5 0 3 0 0
"32328" 1 1988 4 27 5 1 3 1 1
"32329" -1 1988 2 52 2 0 4 1 0
"32330" -1 1988 1 26 4 0 3 1 1
"32331" -1 1988 2 50 1 1 2 0 0
"32332" 1 1988 4 24 4 0 2 0 0
"32333" -1 1988 2 39 2 1 4 1 0
"32334" 1 1988 1 62 1 1 1 1 0
"32335" 0 1988 2 40 3 1 1 1 1
"32336" 1 1988 4 20 2 1 3 1 1
"32337" -1 1988 1 43 2 1 1 1 0
"32338" 1 1988 2 38 5 0 4 1 0
"32339" -1 1988 4 63 4 0 3 1 0
"32340" -1 1988 3 25 5 1 3 0 1
"32341" 1 1988 4 67 4 0 1 0 0
"32342" -1 1988 3 64 4 0 1 0 1
"32343" -1 1988 2 41 3 1 3 1 1
"32344" -1 1988 4 27 5 0 3 1 0
"32345" -1 1988 1 41 3 1 4 1 1
"32346" -1 1988 4 25 4 1 1 1 1
"32347" -1 1988 4 57 4 1 3 0 0
"32348" 1 1988 2 31 5 1 2 1 0
"32349" 0 1988 3 23 5 0 1 0 1
"32350" -1 1988 1 19 1 1 4 0 0
"32351" 0 1988 1 79 2 0 1 1 1
"32352" 1 1988 3 38 4 0 4 1 0
"32353" -1 1988 3 18 1 0 2 0 0
"32354" 1 1988 2 70 2 1 1 1 1
"32355" 1 1988 4 42 5 0 3 0 0
"32356" -1 1988 1 38 2 1 4 1 1
"32358" -1 1988 3 54 4 0 4 0 0
"32359" 1 1988 2 33 4 1 3 1 0
"32360" -1 1988 2 32 4 0 1 1 0
"32361" -1 1988 3 35 4 0 1 0 1
"32362" 1 1988 2 38 5 0 1 0 0
"32363" -1 1988 2 56 2 0 4 1 0
"32364" -1 1988 1 50 1 1 3 1 0
"32365" 1 1988 2 50 5 1 4 0 0
"32366" 1 1988 3 35 4 1 2 1 1
"32367" 1 1988 4 38 5 0 1 0 0
"32369" -1 1988 4 53 5 1 3 1 0
"32370" -1 1988 2 30 4 0 2 1 0
"32372" -1 1988 2 69 2 1 1 1 0
"32373" -1 1988 4 48 4 0 4 0 0
"32374" -1 1988 1 41 1 1 1 1 1
"32375" -1 1988 2 28 2 0 4 0 1
"32376" -1 1988 4 70 1 0 3 0 0
"32377" -1 1988 2 68 4 0 3 0 0
"32378" -1 1988 4 20 5 1 4 0 0
"32379" -1 1988 1 63 5 1 3 0 0
"32380" -1 1988 2 78 2 0 1 1 0
"32381" 1 1988 2 44 1 1 2 1 1
"32382" 1 1988 3 58 4 0 3 1 0
"32383" 1 1988 3 22 3 1 1 1 1
"32384" -1 1988 1 35 2 1 1 1 1
"32385" 1 1988 1 27 5 0 3 0 0
"32386" 1 1988 1 73 1 0 2 1 0
"32387" -1 1988 1 27 4 1 4 1 0
"32388" -1 1988 1 38 4 0 4 0 0
"32389" -1 1988 1 57 1 1 2 0 0
"32390" -1 1988 3 64 4 1 1 0 0
"32391" -1 1988 2 36 4 0 3 0 0
"32392" -1 1988 4 62 1 0 4 1 0
"32393" -1 1988 1 58 1 0 1 1 1
"32394" -1 1988 2 78 1 0 2 1 0
"32395" -1 1988 3 40 1 0 3 0 0
"32396" 1 1988 1 45 1 0 4 1 1
"32398" -1 1988 1 60 3 0 3 1 1
"32399" -1 1988 4 80 5 0 1 0 0
"32400" -1 1988 2 67 1 0 2 0 1
"32401" -1 1988 3 25 4 0 2 0 0
"32402" -1 1988 1 45 4 0 1 1 1
"32403" -1 1988 3 38 3 0 3 0 0
"32404" -1 1988 1 35 5 0 3 1 0
"32405" -1 1988 2 24 4 1 3 1 0
"32406" -1 1988 3 45 4 0 4 1 0
"32407" 1 1988 3 47 4 0 4 0 0
"32408" -1 1988 1 62 1 0 3 0 0
"32409" 1 1988 4 78 4 0 3 0 0
"32410" -1 1988 4 23 4 0 1 1 0
"32411" 1 1988 1 31 4 1 3 1 0
"32412" 0 1988 1 58 1 0 3 1 0
"32413" 1 1988 4 27 4 0 1 1 0
"32414" 1 1988 2 75 2 1 1 1 0
"32415" 0 1988 3 49 4 1 1 1 1
"32416" 0 1988 3 52 3 0 3 1 0
"32417" -1 1988 1 68 4 0 2 1 0
"32418" -1 1988 1 58 2 0 4 1 0
"32419" -1 1988 4 36 5 0 3 1 1
"32421" -1 1988 2 38 1 1 4 0 1
"32422" 0 1988 2 63 3 1 3 1 0
"32423" -1 1988 4 40 5 0 3 0 0
"32424" -1 1988 2 52 1 0 4 1 1
"32425" 1 1988 2 53 4 0 4 0 0
